genero,idoso,parceiro,dependentes,tempo_contrato_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,forma_pagamento,cobranca_mensal,total_gasto,evasao
Feminino,0,Não,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,39.38,1472.82,0
Masculino,0,Sim,Sim,61,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de crédito,97.84,5721.51,1
Masculino,0,Não,Sim,60,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Um ano,Sim,Transferência bancária,26.12,1713.14,0
Masculino,0,Não,Sim,36,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,80.74,2604.49,0
Masculino,0,Não,Não,44,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Dois anos,Sim,Cheque eletrônico,28.08,1321.98,0
Masculino,0,Sim,Sim,68,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,115.84,7210.03,0
Masculino,0,Não,Sim,66,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cartão de crédito,116.32,8821.33,0
Masculino,0,Não,Não,44,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Cartão de crédito,45.31,2091.91,0
Feminino,0,Não,Não,29,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Dois anos,Sim,Cartão de crédito,81.64,2089.83,0
Feminino,0,Sim,Sim,48,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,19.65,866.36,0
Feminino,0,Não,Não,36,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,51.09,2029.88,1
Feminino,0,Sim,Sim,8,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Um ano,Sim,Cheque eletrônico,41.73,291.31,1
Feminino,0,Não,Não,5,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,47.3,228.26,1
Masculino,0,Não,Não,47,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Não,Cheque eletrônico,59.2,2432.58,0
Masculino,0,Sim,Sim,43,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Mês a mês,Não,Transferência bancária,59.65,2617.4,0
Masculino,0,Sim,Sim,10,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,57.23,499.95,1
Masculino,0,Não,Não,10,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,100.25,1072.69,1
Masculino,0,Não,Não,6,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,23.58,158.0,1
Feminino,0,Sim,Sim,16,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,50.41,764.01,0
Feminino,1,Não,Sim,60,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Dois anos,Não,Cheque eletrônico,20.44,1137.53,0
Feminino,1,Não,Não,26,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Mês a mês,Não,Cheque eletrônico,26.07,724.52,0
Feminino,0,Não,Não,21,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,97.16,1749.54,0
Masculino,0,Não,Sim,58,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Sim,Cheque enviado pelo correio,34.51,1804.69,0
Masculino,0,Sim,Sim,41,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque eletrônico,52.66,1862.63,0
Masculino,0,Não,Sim,30,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Não,Cheque eletrônico,101.59,3363.04,1
Feminino,0,Sim,Sim,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,88.42,471.97,1
Masculino,0,Sim,Não,10,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,38.19,425.88,1
Feminino,0,Sim,Sim,11,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,117.16,1156.44,1
Masculino,0,Não,Não,63,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,44.76,2656.93,1
Masculino,0,Não,Não,7,Não,Sem serviço telefônico,DSL,Não,Não,Não,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,46.49,284.09,0
Feminino,0,Sim,Não,59,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Não,Cartão de crédito,83.19,5473.77,0
Masculino,0,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Cheque eletrônico,89.12,985.24,0
Masculino,0,Não,Não,64,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,76.47,5208.2,1
Feminino,0,Não,Não,41,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,34.23,1257.82,0
Masculino,0,Não,Não,60,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Um ano,Sim,Cheque eletrônico,25.58,1305.09,0
Feminino,0,Sim,Não,72,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,111.3,8860.53,0
Masculino,0,Sim,Não,28,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,52.79,1672.27,1
Masculino,0,Não,Sim,63,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,102.84,7246.11,0
Masculino,0,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Dois anos,Não,Cheque enviado pelo correio,35.17,94.75,0
Masculino,0,Sim,Não,32,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,68.65,2426.62,0
Masculino,1,Não,Sim,21,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,105.77,2320.88,1
Masculino,0,Não,Não,55,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,56.23,3527.99,0
Masculino,0,Não,Não,18,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Um ano,Não,Cartão de crédito,19.63,320.26,0
Masculino,0,Sim,Não,53,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Transferência bancária,112.37,5465.01,0
Feminino,0,Não,Não,61,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Um ano,Não,Cheque eletrônico,81.51,5576.66,0
Feminino,0,Não,Sim,50,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,39.77,2260.22,0
Masculino,0,Sim,Sim,8,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Dois anos,Não,Cartão de crédito,93.9,730.46,1
Masculino,0,Sim,Não,12,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Um ano,Sim,Transferência bancária,42.47,583.27,0
Feminino,0,Sim,Não,51,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cheque eletrônico,25.36,1128.31,1
Masculino,0,Não,Não,66,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,19.45,1354.87,1
Masculino,0,Sim,Sim,41,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,18.71,836.72,0
Feminino,0,Sim,Não,22,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Não,Cartão de crédito,28.64,702.69,0
Masculino,0,Sim,Sim,9,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,62.71,540.72,0
Masculino,0,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Um ano,Não,Cheque eletrônico,115.05,1331.6,0
Feminino,0,Sim,Não,13,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Dois anos,Sim,Transferência bancária,68.68,1002.63,0
Masculino,0,Não,Sim,56,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cartão de crédito,41.26,2653.22,0
Masculino,0,Não,Não,28,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,96.62,3042.87,1
Feminino,0,Não,Não,64,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,100.49,6897.88,0
Masculino,0,Sim,Não,64,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Dois anos,Sim,Cheque eletrônico,78.49,5226.69,0
Feminino,0,Sim,Não,70,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,53.29,4003.28,0
Masculino,0,Sim,Sim,55,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,58.6,3064.94,1
Masculino,0,Sim,Sim,37,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Dois anos,Sim,Transferência bancária,86.49,3416.18,0
Feminino,0,Sim,Não,33,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Não,Dois anos,Sim,Transferência bancária,33.59,965.33,0
Feminino,0,Sim,Não,25,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,28.45,814.98,1
Masculino,0,Não,Não,23,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,44.89,1115.69,1
Feminino,0,Sim,Não,60,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência bancária,82.65,5155.05,0
Feminino,0,Não,Sim,56,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Dois anos,Não,Cheque enviado pelo correio,54.45,2973.51,0
Masculino,0,Sim,Sim,63,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Dois anos,Sim,Transferência bancária,34.29,1885.95,0
Masculino,0,Sim,Não,8,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cartão de crédito,77.09,586.83,1
Masculino,0,Não,Não,17,Não,Sem serviço telefônico,DSL,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Não,Transferência bancária,62.43,1171.35,0
Feminino,0,Sim,Não,57,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Um ano,Sim,Cartão de crédito,90.82,5004.65,0
Feminino,0,Sim,Não,62,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,89.14,6282.21,0
Feminino,1,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,112.1,1241.1,1
Feminino,0,Não,Não,67,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,86.52,6461.85,1
Masculino,0,Sim,Não,40,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,88.26,3899.95,0
Feminino,0,Sim,Sim,40,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Um ano,Sim,Cheque eletrônico,31.5,1162.8,0
Masculino,0,Não,Não,56,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,33.65,1774.14,1
Feminino,0,Não,Não,53,Não,Sem serviço telefônico,DSL,Não,Não,Sim,Não,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,93.96,4533.09,1
Masculino,1,Sim,Não,28,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Transferência bancária,88.72,2229.79,0
Masculino,0,Sim,Sim,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Transferência bancária,40.48,1558.34,0
Masculino,0,Não,Sim,46,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Transferência bancária,38.74,1938.91,0
Feminino,0,Sim,Sim,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,37.22,587.18,1
Masculino,0,Sim,Sim,23,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,37.11,914.67,0
Masculino,0,Não,Não,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,22.84,548.7,0
Feminino,0,Sim,Sim,29,Não,Sem serviço telefônico,DSL,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Transferência bancária,87.44,2536.44,0
Masculino,0,Não,Não,52,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Não,Transferência bancária,65.44,2933.26,0
Feminino,0,Não,Sim,46,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Transferência bancária,23.51,1148.64,0
Feminino,0,Não,Sim,1,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Um ano,Sim,Cheque eletrônico,71.83,64.31,1
Masculino,0,Sim,Não,63,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,22.63,1553.41,0
Masculino,0,Sim,Não,16,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,81.92,1153.78,1
Feminino,0,Sim,Sim,25,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cheque eletrônico,87.33,1981.05,0
Masculino,0,Sim,Não,62,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,92.58,6467.48,0
Feminino,0,Não,Sim,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,69.13,1169.92,0
Feminino,0,Sim,Não,69,Não,Sem serviço telefônico,DSL,Não,Não,Sim,Não,Sim,Não,Dois anos,Sim,Cheque eletrônico,88.64,5369.49,0
Feminino,0,Sim,Não,70,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,87.85,5654.04,0
Masculino,0,Sim,Não,34,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Um ano,Não,Transferência bancária,101.78,3637.79,0
Feminino,0,Sim,Não,53,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,86.39,4368.66,0
Masculino,1,Não,Não,23,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,22.0,550.16,1
Masculino,0,Não,Não,43,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Um ano,Não,Cartão de crédito,40.18,1970.82,0
Masculino,0,Não,Não,44,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,53.33,2475.85,0
Masculino,0,Não,Não,32,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Não,Um ano,Sim,Cheque eletrônico,36.54,1202.64,0
Feminino,0,Não,Sim,23,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Não,Cheque enviado pelo correio,92.74,1994.58,0
Masculino,0,Sim,Não,20,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,45.55,1014.2,0
Feminino,1,Sim,Sim,19,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cartão de crédito,70.42,1178.84,0
Feminino,0,Não,Não,72,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,48.55,3274.01,0
Masculino,1,Sim,Não,29,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Não,Transferência bancária,85.9,2442.96,1
Feminino,0,Sim,Não,18,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,85.56,1359.57,1
Feminino,0,Não,Não,69,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,115.26,7222.37,1
Masculino,0,Sim,Sim,12,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque enviado pelo correio,79.29,960.77,0
Feminino,0,Não,Sim,10,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Não,Transferência bancária,101.0,890.05,1
Feminino,0,Não,Não,37,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,90.58,3226.5,1
Feminino,0,Sim,Não,55,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Não,Não,Não,Um ano,Sim,Transferência bancária,19.15,1183.78,0
Feminino,0,Sim,Não,4,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Não,Dois anos,Sim,Cartão de crédito,45.42,180.25,0
Masculino,0,Não,Sim,63,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,23.26,1510.32,0
Feminino,0,Sim,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque enviado pelo correio,20.84,227.69,0
Feminino,0,Sim,Sim,18,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Dois anos,Sim,Transferência bancária,76.92,1527.02,0
Feminino,0,Não,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,36.9,304.55,0
Feminino,0,Sim,Não,32,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,77.88,2837.87,1
Masculino,0,Sim,Não,49,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,55.33,2514.96,0
Feminino,0,Sim,Sim,63,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,111.31,7221.95,1
Masculino,0,Não,Não,59,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,37.44,2267.06,0
Feminino,0,Sim,Sim,67,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cheque eletrônico,68.51,5123.66,0
Masculino,0,Sim,Sim,39,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,64.55,2699.65,0
Masculino,1,Sim,Não,50,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Transferência bancária,45.51,2046.67,0
Masculino,0,Sim,Não,71,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,55.84,4377.53,1
Masculino,0,Não,Sim,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque enviado pelo correio,23.48,678.67,0
Masculino,0,Não,Sim,23,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Não,Transferência bancária,22.31,518.31,0
Feminino,1,Sim,Sim,63,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,24.29,1525.32,0
Feminino,0,Sim,Não,66,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,83.81,5626.54,0
Feminino,0,Sim,Não,39,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Dois anos,Não,Transferência bancária,28.79,971.37,0
Masculino,1,Não,Sim,66,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Um ano,Não,Cheque eletrônico,59.02,4060.72,0
Feminino,1,Sim,Não,46,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Dois anos,Sim,Cheque eletrônico,66.67,2690.72,1
Masculino,1,Sim,Sim,15,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Não,Dois anos,Não,Cheque eletrônico,63.75,1005.62,0
Masculino,0,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,21.11,382.33,0
Feminino,0,Sim,Sim,72,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cartão de crédito,51.92,3938.06,0
Feminino,0,Não,Não,16,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,114.78,1822.44,0
Masculino,0,Sim,Sim,39,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Não,Transferência bancária,75.16,3089.55,1
Masculino,0,Sim,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,54.58,630.18,0
Feminino,0,Não,Sim,36,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Dois anos,Sim,Cartão de crédito,87.43,3171.53,0
Feminino,0,Sim,Não,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,50.33,986.32,0
Feminino,0,Sim,Não,23,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Um ano,Sim,Cartão de crédito,95.18,2470.14,0
Feminino,0,Sim,Não,49,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,62.0,2623.11,0
Masculino,1,Não,Sim,42,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cheque enviado pelo correio,95.77,4524.6,0
Feminino,0,Sim,Não,44,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,95.12,4046.5,0
Feminino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Cheque enviado pelo correio,51.38,46.38,0
Feminino,0,Não,Não,7,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Um ano,Sim,Cheque eletrônico,55.04,334.82,0
Masculino,0,Não,Sim,48,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,66.38,3485.23,0
Masculino,1,Não,Não,16,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Um ano,Não,Cheque eletrônico,77.86,1387.41,0
